TRACT,YR1999,YR2003,YR2005,YR2008q3,YR2010q4,YR2012q2,YR2013q3,YR2013q4,YR2018Q1,YR2018Q4,FIP
400500,440000,600000,1120000,469545,511000,0,0,0,0,0,06037400500
400601,106399,222500,357500,0,0,0,0,0,0,0,06037400601
400602,167500,240000,431000,426250,235500,255000,362500,345000,362000,520000,06037400602
400800,193000,246000,450000,455000,380000,355000,425000,411000,1465500,520000,06037400800
400900,173000,299250,450000,447500,362500,350000,415000,397000,575000,583750,06037400900
401001,254500,406000,575000,665000,510000,462500,570750,637500,675000,780000,06037401001
401002,232500,362500,510000,359000,379000,405000,534000,381500,619000,624000,06037401002
401101,208457,339500,507500,395000,354500,367500,475000,430000,565000,577500,06037401101
401102,161250,300000,415000,367500,385000,299000,434750,412000,517000,530000,06037401102
401201,200000,326000,482000,588000,322250,326000,415000,492000,540000,607500,06037401201
401202,178000,299500,415000,409909,362000,310000,422500,359000,515500,515000,06037401202
401203,186500,361000,490000,450000,240000,317000,381000,469000,570000,570000,06037401203
401302,299000,448182,686250,290000,495000,0,0,1150000,0,0,06037401302
401311,150000,286250,387500,0,315000,263000,355000,348000,502500,485000,06037401311
401312,154968,333500,512000,509000,336000,389000,363000,380000,385500,619500,06037401312
401500,173500,347500,410000,740000,319000,340000,420000,420000,580000,543000,06037401500
401601,216000,369000,615000,502500,490000,351000,500000,511000,558000,685000,06037401601
401602,160000,160000,315000,345000,216500,323500,417000,387500,510000,470000,06037401602
401603,196000,339750,416250,220000,360000,318000,410000,405000,528500,603500,06037401603
401701,187000,383000,500000,270000,392500,384500,434000,326000,550000,452500,06037401701
401702,105500,239000,427500,414500,0,0,0,0,0,0,06037401702
401800,202125,380000,569500,209000,420000,378500,514000,492500,575000,600000,06037401800
401901,0,0,0,185000,0,0,0,0,0,0,06037401901
401902,285000,420000,740000,230000,505750,475000,555000,515000,760000,703500,06037401902
402000,133250,275000,400000,251045,282500,0,0,0,0,0,06037402000
402101,108350,210000,335000,276500,197500,201500,295000,217000,389500,410750,06037402101
402102,126327,247500,383500,0,237500,366000,300000,278000,415000,470000,06037402102
402200,133750,284205,385000,147000,265000,245000,320000,347500,453000,465000,06037402200
402301,116626,193000,347000,269000,200000,205500,230000,265000,409000,415000,06037402301
402302,86323,207500,324500,277000,193500,0,0,0,0,0,06037402302
402401,89000,169000,340000,0,200000,0,0,0,0,0,06037402401
402402,108939,210000,350000,242500,200000,160000,250500,267500,365000,397500,06037402402
402403,109500,190000,345000,0,199000,178250,282500,274750,422500,380000,06037402403
402404,0,0,0,190000,0,0,0,0,0,0,06037402404
402501,113554,156000,312000,257000,180000,157500,230000,235000,325000,312500,06037402501
402502,107500,196000,299000,197000,171500,163000,300000,285000,326500,292000,06037402502
402600,126450,220500,375000,0,250000,235750,315000,289000,470000,420000,06037402600
402701,110042,225000,337000,0,0,0,0,0,0,0,06037402701
402702,100000,216000,336000,0,162500,179000,249250,288000,347500,409500,06037402702
402800,89500,183750,306000,362500,0,0,0,0,0,0,06037402800
402901,103733,195500,345000,0,215000,0,0,0,0,0,06037402901
402902,119000,205000,375000,0,190000,183000,259500,312500,440000,423000,06037402902
403000,100500,178000,340000,0,190000,180000,266500,242500,371500,405000,06037403000
403200,0,0,0,0,0,0,0,0,0,0,06037403200
403302,233000,400000,517000,770000,0,0,0,0,0,0,06037403302
403311,185000,327000,498500,494000,0,0,0,0,0,0,06037403311
403312,159500,325000,453000,0,380000,310000,395250,440000,408000,599000,06037403312
403313,202401,364750,379500,380000,0,0,0,0,0,0,06037403313
403314,192000,340500,455000,327500,0,0,0,0,0,0,06037403314
403315,205500,422000,643750,384500,0,0,0,0,0,0,06037403315
403400,271500,437000,618000,286000,0,0,0,0,0,0,06037403400
403500,260000,515000,950000,345000,597500,737500,667500,706000,876500,914500,06037403500
403600,230000,409955,637500,365000,439500,438500,507750,478750,691000,609000,06037403600
403701,184000,300000,473000,296500,0,0,0,0,0,0,06037403701
403721,175500,319500,432000,272500,342500,310000,408500,380000,510000,540000,06037403721
403722,181500,310000,450000,245000,329000,319000,381000,405000,478250,560000,06037403722
403801,160000,253000,392500,0,294000,247500,302500,329000,507500,460000,06037403801
403802,121933,242500,345000,0,230000,310000,325000,290000,398000,531000,06037403802
403901,146500,260000,438500,0,275000,260000,385000,387000,520000,510000,06037403901
403902,149500,324000,465000,0,352500,325000,387000,425000,522000,560000,06037403902
404000,147905,274250,405000,0,305000,280000,322000,350000,510000,475000,06037404000
404100,129000,230000,373000,0,220000,198500,300000,270000,429500,425000,06037404100
404200,106404,239000,344500,0,279750,0,0,0,0,0,06037404200
404300,117000,493500,390000,0,0,0,0,0,0,0,06037404300
404400,128000,259500,375000,0,0,0,0,0,0,0,06037404400
404500,124750,229000,377500,0,0,0,0,0,0,0,06037404500
404600,176000,0,395500,372500,285000,0,329000,415000,0,0,06037404600
404700,115000,224000,313000,315000,0,0,0,0,0,0,06037404700
404800,135307,240000,360000,367500,0,0,0,0,0,0,06037404800
404900,118250,235000,385000,375000,0,0,0,0,0,0,06037404900
405000,120000,235000,374000,320000,0,0,0,0,0,0,06037405000
405100,113500,195000,366363,335000,0,0,0,0,0,0,06037405100
405200,128984,240000,387500,325500,0,0,0,0,0,0,06037405200
405300,150000,276000,445000,363000,336750,0,0,0,0,0,06037405300
405400,142873,249000,406000,345000,276000,274000,355000,350000,487500,462000,06037405400
405500,162542,297000,438500,350000,344500,328000,355000,360000,517000,525000,06037405500
405600,167000,291000,432500,379000,322000,305000,402500,425000,569000,560000,06037405600
405700,149000,265000,415000,587500,305000,0,0,0,0,0,06037405700
405800,136750,277273,403000,499000,278500,244250,345000,322500,500000,475000,06037405800
405900,148750,275000,423500,0,295000,290000,310000,325000,430000,502000,06037405900
406000,135000,274250,420000,576250,325000,294000,397500,363750,440000,469000,06037406000
406101,144219,280000,391000,370000,317500,275000,356250,280000,534000,496000,06037406101
406102,174000,300000,434000,410500,357500,345000,356000,390000,480000,451500,06037406102
406200,177250,316000,470000,321000,320000,302500,380000,427500,615000,525000,06037406200
406300,351889,580000,835000,380000,767500,485000,890000,820000,944500,860000,06037406300
406402,245000,395000,536000,425000,549500,417000,495000,453500,634500,0,06037406402
406411,154258,267000,445000,259000,287500,290000,367500,375000,579750,464500,06037406411
406412,203500,349796,509500,0,375000,342500,435000,477500,586000,696000,06037406412
406500,155000,310000,460000,296500,342500,300000,385000,420000,671500,588000,06037406500
406601,183000,335000,485000,250000,395000,311500,430000,450000,540000,519250,06037406601
406602,154500,303750,425000,280000,342500,332500,415000,401000,599000,550250,06037406602
406700,160000,307000,448250,0,355000,0,0,0,0,0,06037406700
406800,168250,289000,444000,382500,400000,249750,382500,420000,498000,565000,06037406800
406900,139500,269000,412000,295000,290000,0,0,0,0,0,06037406900
407000,130721,248000,400000,280000,0,0,0,0,0,0,06037407000
407101,139000,163500,399500,0,261000,259000,343000,335500,458000,425000,06037407101
407102,120500,248000,378000,286000,230000,242500,350000,345000,449500,425500,06037407102
407200,135000,239000,360000,320000,265000,220000,323000,340000,448000,467000,06037407200
407300,138000,246000,386500,425000,0,0,0,0,0,0,06037407300
407400,157792,289000,415500,245000,347500,327500,399000,364000,475000,549000,06037407400
407500,123000,249000,405000,344000,265000,0,0,0,0,0,06037407500
407600,137000,235000,380000,250000,250000,0,0,0,0,0,06037407600
407700,139000,220000,374000,0,0,0,0,0,0,0,06037407700
407800,137700,260000,405000,253500,270000,0,0,0,0,0,06037407800
407900,152953,276500,416000,330000,298000,237000,365000,357500,485000,495000,06037407900
408001,165000,350000,545000,400000,385500,0,0,0,0,0,06037408001
408002,117500,213000,363400,440000,273000,0,90000,0,0,0,06037408002
408101,155750,289000,440000,293500,320500,0,0,0,0,0,06037408101
408102,125000,245000,396000,447500,220000,0,0,0,0,0,06037408102
408131,154000,307500,455000,490000,0,0,0,0,0,0,06037408131
408132,125500,215000,365000,345000,239000,0,0,0,0,0,06037408132
408202,171250,251500,371000,530000,291000,264000,340000,336000,330000,750000,06037408202
408211,151622,290000,385000,287000,229000,346000,295000,369000,475000,463000,06037408211
408212,157755,332500,564000,335000,364250,347500,499500,446000,585000,584500,06037408212
408301,141859,305000,359500,540000,250000,257250,334000,313750,429000,540000,06037408301
408302,160000,287500,435000,314250,320000,255000,450000,475000,497500,576500,06037408302
408303,139250,280500,380000,0,215250,190000,272500,453000,471500,580000,06037408303
408401,166205,288000,445000,0,297000,259000,373500,414000,520000,542000,06037408401
408402,260000,405000,578000,502500,520000,510500,500000,560000,720000,652500,06037408402
408501,109500,235000,410000,461000,275000,280000,355000,315000,447500,453750,06037408501
408502,236000,385000,490000,375000,361000,0,0,0,0,0,06037408502
408503,255000,472500,666000,0,511000,435000,572000,600000,697500,734000,06037408503
408601,142500,260000,438000,380000,300000,0,0,0,0,0,06037408601
408621,265000,457000,615000,410000,0,0,0,0,0,0,06037408621
408622,195000,322500,572000,153000,0,0,0,0,0,0,06037408622
408623,115000,225000,333000,474500,260000,224000,562000,320000,399750,398000,06037408623
408624,210000,361000,557750,340000,437500,442500,515000,571500,680000,610000,06037408624
408625,230000,402000,580000,350000,444500,385000,547500,534500,695000,705000,06037408625
408701,189000,426500,645000,300000,0,0,0,0,0,0,06037408701
408721,147000,291000,435000,850000,341250,0,0,0,0,0,06037408721
408722,164000,325000,467500,590000,390000,413000,451500,475000,580000,600250,06037408722
408800,87000,160000,275000,505000,198750,175000,231000,183000,322500,274500,06037408800
430001,213098,383500,532500,920000,441500,0,0,0,0,0,06037430001
430002,130000,255250,405000,645000,290500,300500,375000,345500,472000,512500,06037430002
430101,127500,199000,372000,663250,252000,251500,390000,250000,480000,441250,06037430101
430102,124418,252000,384500,1094000,290000,180000,342500,245000,370000,423500,06037430102
430200,386500,1185000,3547500,899000,1100000,1775000,2852500,3350000,3700000,2467500,06037430200
430301,296000,459500,680000,517500,575000,635000,679000,632000,784500,937500,06037430301
430302,230000,452750,627500,0,467500,502500,669500,650000,690000,795000,06037430302
430400,472512,675000,830000,630000,987000,972500,1347500,1518000,1415000,1432500,06037430400
430501,285000,577750,787500,765000,575000,632000,750500,785000,805000,970000,06037430501
430502,301500,525000,820000,779000,700000,549000,859500,632500,738000,895500,06037430502
430600,488750,755000,1119500,446500,1310000,1700000,2200000,1530000,3100000,3920000,06037430600
430701,402500,666500,935000,425000,847500,1035000,1315000,1310000,1375000,1408000,06037430701
430721,261500,366500,590500,480000,842500,501000,710000,611500,682000,1241500,06037430721
430722,179000,345000,576000,317000,0,0,0,0,0,0,06037430722
430801,225000,435000,521500,363000,590000,630750,770000,670000,643750,799000,06037430801
430802,347500,575000,760000,457750,759500,1067500,1200000,1332000,1655000,1108000,06037430802
430803,360000,594250,732250,471000,851000,811000,938500,975000,1148000,1019000,06037430803
430900,168000,292000,374000,460000,305000,0,0,0,0,0,06037430900
431001,154000,311500,395000,950000,445000,359500,475000,520000,608000,575000,06037431001
431002,264000,415000,549000,988000,490000,455000,556000,560000,705000,705000,06037431002
431100,135000,280000,456000,475000,317000,298500,358500,428000,572500,608000,06037431100
431200,142500,299000,385000,530000,250000,240000,331000,299500,412500,454000,06037431200
431300,195000,369000,517000,600000,515000,394000,790000,545000,1199000,680000,06037431300
431400,154750,368750,500000,491000,479000,400000,515000,601000,649000,790000,06037431400
431500,185000,350000,490000,560500,385000,0,0,0,0,0,06037431500
431600,369000,648000,792500,0,1225000,1400000,1063000,1800000,2100000,1780000,06037431600
431700,413582,641500,768000,375000,1087500,1355000,1898000,1437500,1720000,1290000,06037431700
431800,199300,397000,600000,0,595000,565000,615000,559750,535000,779000,06037431800
431900,216500,375000,651500,320000,600000,620000,653000,1122000,754000,876500,06037431900
432000,220000,385000,558181,0,542500,576500,645250,661000,820000,1165000,06037432000
432101,202000,366000,510000,325000,465000,445000,580000,500000,755000,683500,06037432101
432102,202000,403500,525000,0,599000,465000,725000,575000,800000,870000,06037432102
432200,155000,302750,517000,0,0,0,0,0,0,0,06037432200
432300,136750,278205,412500,365000,337500,328000,375000,400500,536000,480500,06037432300
432400,145000,282000,503000,386000,0,0,0,0,0,0,06037432400
432500,138250,275500,365000,0,380000,280000,390000,327500,512500,457000,06037432500
432600,113000,249500,415000,0,0,0,0,0,0,0,06037432600
432700,139983,237250,380000,0,238500,286500,367500,359000,452500,518000,06037432700
432800,91200,240000,354000,370000,0,0,0,0,0,0,06037432800
432900,170500,294500,413500,400000,0,0,0,0,0,0,06037432900
433100,152000,282500,375500,280000,377000,0,0,0,0,0,06037433100
433200,145277,270000,380000,0,336500,217000,328000,410000,558000,491000,06037433200
433300,112315,235000,390000,0,0,0,0,0,0,0,06037433300
433400,135000,242500,375000,0,0,0,0,0,0,0,06037433400
433500,136000,206000,383000,800000,0,0,0,0,0,0,06037433500
433601,163750,276750,600000,779500,300000,335000,355000,589000,535000,529000,06037433601
433602,118000,281000,420500,454000,417500,335000,452500,0,567250,539000,06037433602
433700,130645,255000,395000,510000,300000,285000,340000,358000,445000,688000,06037433700
433800,143000,227000,392500,400000,0,0,0,0,0,0,06037433800
433900,126310,260000,406000,982500,0,0,0,0,0,0,06037433900
434000,131856,235000,403250,1200000,0,0,0,0,0,0,06037434000
460000,309000,591500,703000,955000,662000,610000,823000,819000,1350000,1619500,06037460000
460100,284250,650000,886000,804500,719500,721000,792000,889500,918000,1150000,06037460100
460200,193000,385000,564500,1300000,490000,416000,566000,540000,790500,818500,06037460200
460301,174750,385000,577500,1326750,510000,415000,625000,517500,799250,757500,06037460301
460302,135000,315000,510000,407000,365000,320000,452500,429500,642500,750000,06037460302
460400,197000,270000,475000,324545,0,0,0,0,0,0,06037460400
460501,537500,880000,1100000,468000,1160000,1080000,1275000,1575000,2050000,1496500,06037460501
460502,427500,745000,1260500,655000,882500,950000,1075000,1055000,1115000,1366000,06037460502
460600,449500,758000,1222000,645000,760500,1289000,1180000,1305000,2048000,1412500,06037460600
460700,592000,986855,1750000,630000,1500000,1350000,1415000,1250000,2609000,2175000,06037460700
460800,568750,1000000,1355000,360000,862000,1311000,1394500,1530000,2017500,1725000,06037460800
460900,109615,265000,440000,355000,326750,330000,420000,425500,705000,581500,06037460900
461000,137500,288750,437500,1200000,362000,305000,395000,430000,626000,676000,06037461000
461100,140000,359000,565000,421000,425000,478500,543000,480000,696250,867500,06037461100
461200,306500,605000,783000,390000,680000,742500,792500,685000,1036500,1000000,06037461200
461300,220250,443000,618000,541000,485000,489000,536750,685000,811000,827500,06037461300
461400,258000,462000,662500,598000,497500,531250,525000,600000,1275000,960000,06037461400
461500,133500,324500,562500,379500,315250,0,0,0,0,0,06037461500
461600,127500,291000,490000,530000,400000,440000,471000,530000,595000,629000,06037461600
461700,239250,544000,588000,635500,500000,490000,645000,690000,705000,711000,06037461700
461900,194500,287500,400000,545000,593000,0,0,0,0,0,06037461900
462000,106199,249500,379500,494000,268500,0,0,0,0,0,06037462000
462100,170000,444000,546000,595000,435000,400000,525000,562500,914000,772000,06037462100
462200,177500,375000,500000,490000,350000,0,0,0,0,0,06037462200
462300,132000,316000,424500,820000,321500,0,0,0,0,0,06037462300
462400,271000,478000,600000,425000,560000,514000,697000,652000,995000,800000,06037462400
462500,254500,494500,704000,789500,543000,550000,607500,662500,771500,842750,06037462500
462600,266000,582500,740000,841000,640000,648000,765000,791000,875000,1091500,06037462600
462700,160000,291000,587500,753500,310000,467000,518500,468500,615000,617500,06037462700
462800,243000,315000,559500,475000,421000,366000,720500,460000,675000,821000,06037462800
462900,195000,440500,573500,380000,490000,453500,552500,517000,770000,929000,06037462900
463000,315000,567750,786000,445500,695000,732000,710750,1068500,1650000,785000,06037463000
463101,175000,373000,512500,796250,371500,373500,472500,567500,1083000,850000,06037463101
463102,347000,984500,650000,973500,630000,1100000,930000,905000,1300000,1005000,06037463102
463200,262500,476500,681000,995000,1412500,515000,658000,625000,1080000,675000,06037463200
463300,308500,517000,727000,869500,816000,510000,928500,762500,1680000,703500,06037463300
463400,174500,339000,495000,1500000,579500,710000,660000,500000,949000,710000,06037463400
463500,178500,334000,456000,1325000,735000,331000,520000,495000,592500,615000,06037463500
463600,165750,349000,440000,658000,365000,0,0,0,0,0,06037463600
463700,382000,572500,1018000,485000,772000,810000,899000,1141500,950000,1590000,06037463700
463800,358000,595000,1125500,500000,796000,812000,1186000,915000,1005000,1070000,06037463800
463900,467500,570000,619000,537500,800000,562500,705000,630000,930000,852000,06037463900
464000,254000,458000,657272,437500,732500,980000,617500,755000,731500,1093250,06037464000
464100,817500,1228500,1450000,0,2025000,1755000,2100000,1865000,2380000,2275000,06037464100
464200,551750,872500,1270000,0,1489500,1340000,1688000,1855000,1760000,1800500,06037464200
480002,304500,480500,673000,487000,618000,661000,725000,806000,908000,840000,06037480002
480011,193250,357500,520000,798000,370000,504500,567500,570000,784000,700000,06037480011
480012,229000,394000,540000,750000,637000,591000,646000,725000,1033250,1094000,06037480012
480101,196000,394000,550000,0,665000,610000,643000,675000,911000,887000,06037480101
480102,260500,381500,735000,950000,519000,470000,630000,765000,749000,731000,06037480102
480200,250000,431000,671000,0,0,0,0,0,0,0,06037480200
480300,152000,282500,432500,407000,0,0,0,0,0,0,06037480300
480400,193750,318000,461000,0,450000,423000,572000,735000,753500,732000,06037480400
480500,432500,661750,905000,0,1035000,912000,937500,915000,1516500,1107500,06037480500
480600,320500,450000,365000,0,655000,441500,780000,649500,635500,990000,06037480600
480701,228500,455000,671000,603500,0,0,0,0,0,0,06037480701
480702,310000,545000,673750,475000,662250,590500,1050000,1069250,1442500,1195000,06037480702
480801,174000,293000,428000,385000,0,0,0,0,0,0,06037480801
480802,150000,311000,337750,0,390000,341750,425000,485000,609500,640000,06037480802
480900,154169,267500,420000,457500,0,0,0,0,0,0,06037480900
481000,148750,277750,438000,0,0,0,0,0,0,0,06037481000
481100,151500,331500,454000,490000,0,0,0,0,0,0,06037481100
481201,227000,306000,576000,0,502000,520000,562500,734500,840000,680000,06037481201
481202,178750,305000,435000,419500,360000,377000,467500,488000,615000,672500,06037481202
481300,170509,319500,439500,500000,365050,350000,430500,518000,660000,675000,06037481300
481400,178000,337000,520750,480000,0,0,0,0,0,0,06037481400
481500,183000,299000,500500,479000,453000,410000,430000,380000,526500,682750,06037481500
481601,190000,268000,419500,366000,0,0,0,0,0,0,06037481601
481602,172000,300000,400250,576500,352250,0,0,0,0,0,06037481602
481702,167827,288250,405000,566000,0,0,0,0,0,0,06037481702
481711,172081,230000,415000,845000,385000,365000,600000,433000,562500,450000,06037481711
481712,156000,259000,425050,480000,468500,235000,422500,489000,534000,380000,06037481712
481800,197500,356955,537500,356500,508500,398500,580000,562500,625000,641250,06037481800
481901,184500,378500,522500,420000,429000,443000,520000,542500,673000,747500,06037481901
481902,147563,285000,570000,350000,455000,416000,353000,532500,762000,805750,06037481902
482001,260227,386000,396500,0,574500,270000,610000,615000,920000,1129000,06037482001
482002,233000,398000,460000,270000,549500,467000,592000,600000,654000,800000,06037482002
482101,148250,250000,391000,373250,377000,410000,385000,424000,595000,628000,06037482101
482102,197500,362000,450000,0,359750,415000,475000,286500,680000,734000,06037482102
482201,168500,275000,536000,418090.5,419000,512000,542500,530000,511000,345000,06037482201
482202,140000,290000,399000,200000,337500,331000,427000,435000,550000,608000,06037482202
482301,156000,281500,482000,442500,347500,415000,525000,405000,617000,580000,06037482301
482302,139000,253500,397000,0,0,0,0,0,0,0,06037482302
482401,214607,300000,416500,477000,350000,510000,390000,435000,626000,308500,06037482401
482402,148000,249250,469000,780000,327000,260500,357500,396000,487000,645000,06037482402
482501,151000,275000,452000,550000,0,0,0,0,0,0,06037482501
482521,142500,267000,403500,839000,317500,352500,407500,321500,475000,567500,06037482521
482522,87000,180000,270000,465000,250000,138000,235000,280000,355000,354000,06037482522
482600,225250,344673,538000,340000,465000,444500,522500,633500,699000,730000,06037482600
482700,159000,315000,471000,241500,0,0,0,0,0,0,06037482700
482800,191000,325000,434250,285000,439500,352000,430000,521500,542500,590000,06037482800
500100,375000,650000,975000,310500,575000,690000,900000,825000,740000,824000,06037500100
500201,235000,525000,680000,367000,518500,480000,583750,535000,768000,700000,06037500201
500202,400000,672500,1018750,360000,740000,725000,825000,845000,948000,1150000,06037500202
500300,178500,203750,305000,350000,186750,284250,215000,212000,598500,325000,06037500300
500401,154750,279000,415000,337500,275000,0,0,0,0,0,06037500401
500402,111000,265000,395000,340000,245000,240000,290000,230000,480000,435000,06037500402
500500,121000,210000,322500,365000,224000,185000,180000,225000,351000,0,06037500500
500600,140000,245250,361500,0,290000,230091,305000,287000,422000,442500,06037500600
500700,140774,256000,410000,395000,278500,260000,309500,352000,456000,490000,06037500700
500800,145270,260000,392500,0,264500,246250,340000,341250,475000,440000,06037500800
500900,148500,258000,405000,615000,284000,260000,352500,320000,400000,496000,06037500900
501000,158500,284000,415000,415000,310000,0,0,0,0,0,06037501000
501200,145000,290000,435000,0,312500,272000,262000,265000,572500,534250,06037501200
501300,151923,303000,441500,350000,322000,317500,375000,375000,547500,545000,06037501300
501400,160000,261250,412500,330000,250000,223000,350000,355000,342500,505500,06037501400
501501,216500,407000,640000,305000,585000,262000,352500,470000,495000,715000,06037501501
501502,167000,315000,385000,320000,0,0,0,0,0,0,06037501502
501600,266000,530000,680000,335000,354500,398000,580000,500000,710000,800000,06037501600
501700,198500,416500,581000,0,495000,360000,450000,529500,639000,615000,06037501700
501800,173000,323000,475000,0,0,0,0,0,0,0,06037501800
501900,149000,278500,433500,309000,283000,295000,350000,385000,489500,505000,06037501900
502001,163000,283000,460000,315000,285250,0,0,0,0,0,06037502001
502002,148000,265000,380000,375000,277500,0,0,0,0,0,06037502002
502100,143000,279000,399000,319750,306000,250000,340000,307000,545000,440000,06037502100
502200,147000,270000,445000,375000,285000,275000,352500,367000,435000,500000,06037502200
502300,150000,261500,380000,342500,0,0,0,0,0,0,06037502300
502400,139000,280000,430000,0,0,0,0,0,0,0,06037502400
502500,136510,244500,395000,315000,293000,235250,310000,347000,486000,477500,06037502500
502601,145500,275000,430000,330000,298000,300000,322500,340000,459000,497500,06037502601
502602,142500,259750,490500,312500,296250,268000,305000,379000,491500,620000,06037502602
502700,147132,260000,422500,323500,290000,240000,338000,347500,455000,515000,06037502700
502800,162500,290000,410000,340000,336500,0,376500,395000,0,0,06037502800
502901,158000,278000,423750,390000,290000,292500,350000,349750,505000,502500,06037502901
502902,151000,282500,410500,360000,257500,325000,308500,335000,449000,475000,06037502902
503000,93000,235000,410000,439000,227500,220000,285000,290000,372500,436000,06037503000
503101,145000,256637,433000,426250,280000,0,0,0,0,0,06037503101
503102,141509,278000,405000,385000,278000,0,0,0,0,0,06037503102
503201,165000,312000,465000,340000,303500,300000,431000,387750,555000,542500,06037503201
503202,156802,285000,449500,355000,280000,296250,355000,379000,485500,500250,06037503202
503301,167974,303500,446500,445000,327500,300000,370000,407750,490000,507500,06037503301
503302,167500,305000,470000,430000,329000,360000,382500,393000,535000,516000,06037503302
503401,195000,350000,523000,412000,370000,336500,390000,440000,567500,550000,06037503401
503402,168500,329000,500000,497500,335000,310000,413750,414500,525000,532500,06037503402
503501,161000,306000,425000,425000,325000,279000,360000,360000,436250,510500,06037503501
503502,160500,300000,469000,376000,307000,290000,359500,302500,547500,521000,06037503502
503601,184500,363500,502500,412500,317000,355000,430000,390000,640750,598000,06037503601
503602,290000,427000,635000,390000,425000,400000,497500,595000,655000,707500,06037503602
503701,189250,335000,500000,415000,385000,337500,385000,414000,542500,595000,06037503701
503702,197000,371000,535000,411500,352000,315500,440000,462500,560000,602000,06037503702
503703,174000,400000,623000,340000,475000,410000,422500,499000,465000,460000,06037503703
503801,187500,338000,497000,0,367500,335000,425000,487500,545000,590500,06037503801
503802,187000,345000,499000,0,275000,305000,373000,417000,510000,470500,06037503802
503901,183000,340000,492500,0,340000,330000,394500,474500,630000,600000,06037503901
503902,178500,342500,515000,295000,367500,319000,410500,429500,550000,582000,06037503902
504001,200000,360000,525000,455000,376364,363000,400000,415000,582500,608000,06037504001
504002,181000,345000,515000,0,372500,355000,415000,424000,565000,561250,06037504002
504101,154409,297000,456000,370000,267000,290000,360000,374500,509500,487500,06037504101
504102,0,0,0,0,0,0,0,0,0,500000,06037504102
530001,194612,334000,500000,375000,0,0,0,0,0,0,06037530001
530002,246000,430000,582750,429500,0,0,0,0,0,0,06037530002
530101,152500,285000,403000,0,237000,277500,291000,410000,491500,555000,06037530101
530102,175000,320000,435000,0,408000,317500,348000,342000,623000,500000,06037530102
530201,153000,305000,470000,0,0,0,0,0,0,0,06037530201
530202,167500,295000,413000,0,330000,290000,320000,375000,530000,493000,06037530202
530300,145000,265000,395000,200000,0,0,0,0,0,0,06037530300
530400,166000,277500,430000,0,310000,322000,375000,388000,570000,500000,06037530400
530500,130000,170000,340000,360000,205000,0,238750,330000,267000,375000,06037530500
530600,109000,195750,314000,0,0,0,0,0,0,0,06037530600
530700,59000,200000,305000,230000,0,157000,200500,0,475000,536000,06037530700
530800,108000,191000,310000,232000,0,0,0,0,0,0,06037530800
530900,132500,174000,265000,410000,0,0,0,0,0,0,06037530900
531000,141357,0,300000,0,170100,169000,224000,0,411750,395000,06037531000
531100,128000,0,270000,0,0,0,0,0,0,0,06037531100
531201,112250,200000,345000,0,127750,87000,150000,186000,560000,483000,06037531201
531202,115959,90000,281400,0,0,0,0,0,0,380000,06037531202
531301,134409,177750,186800,255000,187000,212500,180000,110000,442000,430000,06037531301
531302,110000,232500,315000,289000,145000,152000,294500,297000,367500,0,06037531302
531501,126000,193000,315000,265000,235000,0,0,0,0,0,06037531501
531502,140000,366000,306000,297500,0,240000,0,231000,0,0,06037531502
531601,137000,250000,312000,0,0,0,0,0,0,0,06037531601
531602,103000,222000,265000,0,119500,227500,0,290500,420000,0,06037531602
531701,124543,252450,356000,0,235000,185000,299000,0,420500,365500,06037531701
531702,123500,184978,285000,0,145000,187000,355000,316000,411500,470000,06037531702
531800,143500,215000,390000,244500,232500,250000,270000,273000,440500,415000,06037531800
531901,149000,210000,343000,0,240000,230000,280000,335000,427000,440000,06037531901
531902,105000,214000,400000,219000,254000,227500,265000,319500,408000,438000,06037531902
532000,137000,277000,444500,0,0,0,0,0,0,0,06037532000
532100,146250,247000,437500,0,0,0,0,0,0,0,06037532100
532200,148750,295000,395000,593000,274000,275000,359500,286500,440000,520000,06037532200
532301,132250,210000,400000,230000,0,0,0,0,0,0,06037532301
532302,119518,263978,327500,270000,264750,195000,295000,290000,420000,430000,06037532302
532400,0,0,0,399000,0,0,0,0,0,0,06037532400
532500,107000,170000,310000,0,160000,160000,217000,216000,330000,329000,06037532500
532601,99446,164500,225000,0,0,0,0,0,0,0,06037532601
532602,139000,180000,430000,0,0,0,0,0,0,0,06037532602
532700,62500,177250,340000,485000,124500,215000,305000,273000,485000,310000,06037532700
532800,116000,142000,215000,0,195000,200000,244000,183000,422000,0,06037532800
532900,126285,166500,312500,0,184500,160000,215000,205000,300000,275000,06037532900
533000,122000,182000,294000,0,130000,0,0,0,0,0,06037533000
533101,155000,259000,385000,0,0,0,0,0,0,0,06037533101
533102,74000,177000,355000,272500,0,0,0,0,0,0,06037533102
533200,135000,225000,377000,0,0,0,0,0,0,0,06037533200
533300,107466,225000,300000,0,220000,185000,210000,295000,330000,495000,06037533300
533400,136000,220000,360000,0,0,0,0,0,0,0,06037533400
533500,108000,198000,339500,0,0,0,0,0,0,0,06037533500
533600,147500,205000,375000,0,0,0,0,0,0,0,06037533600
533700,148500,205000,360000,0,0,0,0,0,0,0,06037533700
533801,150000,223500,400000,0,255000,0,0,0,0,0,06037533801
533802,155000,220000,371500,0,0,0,0,0,0,0,06037533802
533900,143661,190000,260000,0,0,0,0,0,0,0,06037533900
534000,92000,260000,372000,312000,0,0,0,0,0,0,06037534000
